
Loading the model ...
  input file   : ../models/prism-translated/drone-4-1-95.pomdp
  loading time : 0.02s 

SARSOP initializing ...
  initialization time : 20.18s

-------------------------------------------------------------------------------
 Time   |#Trial |#Backup |LBound    |UBound    |Precision  |#Alphas |#Beliefs  
-------------------------------------------------------------------------------
 20.18   0       0        0          0.269545   0.269545    4        1        
 22.19   2       50       0.171969   0.268582   0.0966127   45       23       
 24.14   4       100      0.194846   0.265994   0.0711484   93       39       
 26.1    5       150      0.21196    0.265078   0.0531175   142      55       
 28.2    7       203      0.225546   0.264811   0.039265    192      62       
 30.51   9       259      0.231403   0.264699   0.0332966   243      68       
 32.21   10      300      0.232022   0.264673   0.0326513   283      76       
 34.31   11      350      0.234414   0.264663   0.0302489   331      83       
 36.6    13      403      0.238038   0.263781   0.0257439   383      97       
 39.17   15      461      0.239291   0.263284   0.0239926   440      99       
 41.14   16      503      0.239979   0.263249   0.0232696   482      102      
 43.3    17      550      0.241085   0.263227   0.0221422   528      106      
 46.21   19      611      0.243147   0.263089   0.0199421   585      120      
 48.23   20      651      0.243828   0.263083   0.0192554   625      121      
 50.7    21      700      0.243837   0.261994   0.0181567   670      141      
 54.28   23      771      0.244573   0.261994   0.0174205   736      153      
 55.51   23      800      0.244573   0.261994   0.0174205   765      176      
 58.74   25      859      0.247043   0.261533   0.0144903   820      180      
 60.9    27      913      0.24791    0.261479   0.0135685   874      181      
 63.35   28      969      0.248225   0.26147    0.0132458   930      195      
 65.62   29      1001     0.248225   0.260914   0.0126884   959      205      
 68.07   31      1061     0.248585   0.260841   0.0122565   1019     209      
 70.34   32      1100     0.248696   0.260841   0.0121452   1057     211      
 74.25   34      1155     0.249596   0.260783   0.0111867   1106     215      
 76.24   35      1200     0.250062   0.260778   0.0107157   1151     219      
 78.67   37      1261     0.251426   0.260245   0.00881976  1212     229      
 80.52   38      1300     0.251688   0.26023    0.00854171  1242     230      
 82.54   39      1350     0.251921   0.26023    0.00830909  1292     248      
 86.65   40      1401     0.252013   0.260228   0.00821545  1338     253      
 89.05   42      1463     0.253087   0.260123   0.00703521  1400     257      
 90.72   43      1507     0.25321    0.260123   0.00691302  1444     260      
 92.8    44      1550     0.253268   0.260122   0.00685408  1486     261      
 95.47   46      1619     0.253311   0.260119   0.006808    1555     271      
 96.88   47      1655     0.253372   0.260115   0.00674276  1591     277      
 99.89   49      1719     0.253656   0.260114   0.00645789  1639     282      
 103.93  50      1753     0.253978   0.260003   0.00602462  1660     284      
 105.82  51      1800     0.254546   0.259997   0.00545031  1707     291      
 107.82  53      1851     0.254977   0.259961   0.00498401  1758     291      
 109.75  54      1900     0.255042   0.259961   0.00491938  1807     295      
 113     56      1961     0.255677   0.259944   0.00426739  1838     303      
 114.52  57      2000     0.25568    0.259944   0.00426387  1877     303      
 117.42  59      2073     0.255719   0.259944   0.00422478  1950     309      
 118.48  60      2101     0.255771   0.259943   0.00417177  1978     310      
 121.69  62      2161     0.255848   0.259938   0.00408926  2014     313      
 123.3   62      2200     0.255848   0.259938   0.00408926  2053     329      
 125.91  63      2261     0.256      0.259937   0.00393743  2114     339      
 127.53  64      2300     0.256263   0.259931   0.0036683   2153     341      
 136.7   65      2350     0.25647    0.259804   0.00333415  2181     357      
 139.63  67      2400     0.256596   0.259791   0.0031952   2231     361      
 142.22  68      2450     0.256652   0.259791   0.00313895  2281     364      
 145.81  69      2517     0.256689   0.259791   0.0031027   2348     375      
 148.59  70      2557     0.256894   0.259788   0.00289392  2388     383      
 153.32  71      2600     0.256913   0.259788   0.00287516  2419     386      
 156.49  73      2657     0.256955   0.259787   0.00283194  2476     387      
 158.96  74      2700     0.256986   0.259787   0.00280124  2519     387      
 162.97  76      2765     0.257151   0.259773   0.00262144  2584     397      
 164.76  77      2800     0.257171   0.259773   0.00260148  2619     397      
 169.62  79      2850     0.257194   0.259773   0.00257884  2662     407      
 172.66  80      2907     0.257205   0.259768   0.00256305  2719     408      
 175.48  81      2957     0.257277   0.259743   0.0024657   2769     417      
 178.01  82      3000     0.257407   0.259669   0.00226214  2812     430      
 180.94  84      3057     0.257488   0.259662   0.00217428  2869     435      
 198.07  85      3100     0.257488   0.259661   0.00217317  2850     437      
 201.89  87      3159     0.257489   0.259661   0.00217145  2909     441      
 205.04  88      3209     0.257494   0.25966    0.00216565  2959     444      
 207.49  89      3250     0.257519   0.25966    0.00214099  3000     445      
 210.56  90      3300     0.257528   0.259658   0.0021303   3050     450      
 213.38  91      3350     0.257536   0.259658   0.0021228   3100     460      
 219.45  92      3400     0.257536   0.259657   0.00212112  3130     462      
 223.22  94      3469     0.257652   0.259646   0.00199457  3199     472      
 225.4   95      3509     0.257751   0.259631   0.00188011  3239     478      
 228.93  96      3575     0.257771   0.259627   0.00185547  3305     490      
 230.32  97      3603     0.25778    0.259623   0.00184317  3333     492      
 232.63  98      3650     0.257783   0.259623   0.00184056  3380     494      
 239.65  100     3719     0.257806   0.259623   0.00181757  3402     503      
 241.42  100     3750     0.257806   0.259623   0.00181757  3433     519      
 243.95  101     3800     0.257815   0.259622   0.00180723  3483     520      
 246.78  102     3850     0.257817   0.259622   0.00180483  3533     530      
 249.99  103     3905     0.257823   0.259622   0.00179873  3588     542      
 252.35  104     3953     0.257828   0.259622   0.00179362  3636     543      
 254.62  105     4000     0.257836   0.259622   0.00178609  3683     544      
 257.35  106     4055     0.257884   0.259622   0.00173739  3738     550      
 264     107     4100     0.258034   0.259616   0.001582    3766     558      
 266.85  109     4157     0.258119   0.259609   0.00149039  3823     559      
 269.42  110     4209     0.258141   0.259609   0.00146783  3875     568      
 271.45  111     4250     0.258151   0.259609   0.0014574   3916     568      
 275.97  112     4331     0.258172   0.259609   0.00143682  3997     583      
 277.58  113     4363     0.258216   0.259604   0.00138727  4029     583      
 279.4   114     4400     0.258297   0.259599   0.00130146  4066     583      
 287.42  115     4450     0.258305   0.259589   0.00128406  4039     597      
 290.96  117     4511     0.258339   0.259575   0.00123678  4100     609      
 293.39  118     4555     0.258339   0.259574   0.00123504  4144     613      
 295.8   119     4600     0.258341   0.259573   0.00123219  4189     618      
 298.54  121     4653     0.258341   0.259572   0.00123022  4242     621      
 300.89  122     4700     0.258343   0.259572   0.00122861  4289     623      
 304.07  124     4761     0.258354   0.259572   0.00121726  4350     628      
 331.63  125     4825     0.258362   0.259572   0.00120912  4268     635      
 333.38  125     4850     0.258362   0.259572   0.00120912  4293     651      
 336.25  126     4900     0.258382   0.259567   0.00118558  4343     659      
 338.72  127     4950     0.258383   0.259567   0.00118379  4393     659      
 341.71  129     5011     0.258401   0.259567   0.00116623  4454     659      
 345.22  130     5067     0.25842    0.259563   0.00114269  4510     677      
 348.27  131     5127     0.258425   0.259563   0.00113725  4570     685      
 350.55  132     5171     0.258429   0.259563   0.00113374  4614     687      
 352.02  133     5200     0.258438   0.259562   0.00112486  4643     687      
